applicant_id,email,email_preferred,school_decision,student_decision,ft_pt,gre_verbal,gre_quant,gre_analytical,applied_dual_prg,birth_date,gender,ethnicity,low_income
2765,manezeh.brinkmann@gmail.com,brinkmann_manezeh@this.university.edu,A,A,ft,130,150,,NODUAL,5/12/89,NB,AP,N
1710,garrett.petersen@this.university.edu,petersen_garrett@gmail.com,A,A,ft,163,133,4,NODUAL,8/26/92,NB,W,N
4087,sydney.polson@yahoo.com,polson_sydney@Outlook.com,A,A,pt,134,144,4,NODUAL,1/7/92,M,AN,N
2767,shafee'a.al-bacho@yahoo.com,al-bacho_shafee'a@gmail.com,A,A,ft,145,148,4.5,NODUAL,3/7/99,M,ME,N
1074,graciela.hood@yahoo.com,hood_graciela@this.university.edu,A,A,ft,155,140,,NODUAL,2/18/87,W,B,N
4028,cannon.warszawski@gmail.com,warszawski_cannon@Outlook.com,A,A,ft,144,139,,NODUAL,5/26/98,M,AN,N
3657,fawzaana.al-matar@this.university.edu,al-matar_fawzaana@yahoo.com,W,,ft,147,133,3.5,YES,5/16/96,NB,ME,N
554,sammy.lee@yahoo.com,lee_sammy@this.university.edu,A,D,sub,140,140,3,YES,1/8/99,W,B,N
3697,richard.atene@gmail.com,atene_richard@this.university.edu,A,D,sub,154,147,3,NODUAL,4/4/98,NB,AN,N
4416,jungkar.kol@gmail.com,kol_jungkar@this.university.edu,A,A,ft,139,,3,NODUAL,6/6/85,NB,AP,Y
4740,taylor.tillman@gmail.com,,A,D,pt,156,154,4,NODUAL,1/15/92,M,AN,N
1791,sanjuana.rodriguezgandara@yahoo.com,rodriguezgandara_sanjuana@Outlook.com,W,,ft,161,167,5,NODUAL,4/5/90,W,HL,N
1912,ashleigh.vincent@Outlook.com,vincent_ashleigh@Outlook.com,A,A,ft,151,158,5.5,NODUAL,11/27/91,M,B,N
3042,aida.avelarduarte@Outlook.com,avelarduarte_aida@this.university.edu,A,A,ft,158,133,5.5,NODUAL,11/23/94,W,HL,N
4970,christian.brown@yahoo.com,,A,A,ft,137,160,5.5,NODUAL,1/18/95,W,W,N
2827,dontay.haynes@this.university.edu,haynes_dontay@this.university.edu,A,D,ft,157,137,3,NODUAL,7/17/95,W,B,N
1850,dalton.forbes@Outlook.com,forbes_dalton@gmail.com,A,A,ft,160,146,,NODUAL,12/15/90,W,W,N
1206,bryanna.cochran@gmail.com,,A,A,ft,140,146,3.5,NODUAL,10/17/00,W,W,N
1784,nathan.wauneka@yahoo.com,wauneka_nathan@yahoo.com,A,A,ft,149,142,4,NODUAL,4/17/99,W,AN,N
298,raita.el-shah@yahoo.com,el-shah_raita@this.university.edu,A,A,ft,159,143,4,NODUAL,11/18/90,W,ME,N
420,rachelle.labishak@this.university.edu,labishak_rachelle@yahoo.com,A,A,sub,157,150,6,NODUAL,9/19/90,W,AN,N
2425,devin.velasquez@yahoo.com,velasquez_devin@yahoo.com,A,A,ft,152,151,4,NODUAL,7/28/00,W,HL,N
4513,siddeeqa.el-tahir@yahoo.com,el-tahir_siddeeqa@gmail.com,A,D,pt,141,141,3.5,NODUAL,9/12/85,W,ME,N
3531,aerie.ablan@yahoo.com,ablan_aerie@this.university.edu,R,,ft,139,166,,YES,1/17/93,W,AN,N
4244,sidra.crowell@this.university.edu,crowell_sidra@Outlook.com,A,A,ft,147,163,5,YES,9/28/89,M,AP,N
4104,theanysla.overton@this.university.edu,overton_theanysla@this.university.edu,A,D,sub,150,143,6,NODUAL,9/13/86,M,B,N
3220,darren.braun@Outlook.com,,A,A,pt,159,139,4.5,YES,7/19/95,W,W,N
4800,chad.zade@yahoo.com,zade_chad@gmail.com,A,A,ft,170,166,6,NODUAL,12/8/99,M,AN,N
4539,valantina.szakmary@this.university.edu,szakmary_valantina@this.university.edu,A,D,ft,158,159,5,NODUAL,6/20/99,M,HL,N
2815,nicholas.hart@gmail.com,hart_nicholas@this.university.edu,A,A,ft,163,146,5,YES,11/10/92,W,B,N
999,connor.wan@Outlook.com,wan_connor@this.university.edu,A,A,ft,141,150,4,NODUAL,1/12/86,M,AP,N
2692,slavik.gibson@yahoo.com,,A,A,ft,156,164,6,NODUAL,1/8/95,W,W,N
4693,kawthar.el-sarwar@Outlook.com,el-sarwar_kawthar@yahoo.com,R,,sub,131,136,3.5,YES,2/6/90,W,ME,Y
4771,emily.hines@Outlook.com,hines_emily@Outlook.com,A,A,ft,165,137,5.5,YES,11/3/95,W,AN,N
2908,colleen.sam@Outlook.com,,A,A,ft,143,132,5.5,NODUAL,8/26/89,NB,AP,N
2919,shawn.wellington@Outlook.com,wellington_shawn@gmail.com,A,A,ft,164,151,4,NODUAL,11/6/98,NB,AN,N
3310,robertjohn.bayron-kim@this.university.edu,bayron-kim_robertjohn@yahoo.com,A,D,ft,159,137,6,NODUAL,5/6/99,NB,HL,Y
550,emilie.vellone@Outlook.com,vellone_emilie@yahoo.com,R,,pt,133,155,5,NODUAL,5/21/92,NB,W,N
4221,alex.hunkar@yahoo.com,hunkar_alex@yahoo.com,R,,pt,168,142,3,NODUAL,7/24/85,M,AN,N
994,robert.marez@yahoo.com,marez_robert@Outlook.com,R,,ft,156,154,2.5,NODUAL,9/20/92,M,HL,N
279,kai.runingen@gmail.com,runingen_kai@yahoo.com,W,,pt,133,154,3,NODUAL,10/12/96,M,AP,N
4796,wallace.underwood@gmail.com,underwood_wallace@this.university.edu,W,,ft,135,132,4,NODUAL,8/11/89,M,AN,N
191,ivelisse.arreguin@this.university.edu,arreguin_ivelisse@Outlook.com,R,,pt,165,139,5,NODUAL,1/2/00,W,HL,Y
3751,shaian.gordillo@gmail.com,gordillo_shaian@yahoo.com,A,A,pt,140,164,3,NODUAL,4/23/90,W,HL,Y
4948,ricardo.deherrera@yahoo.com,deherrera_ricardo@yahoo.com,A,A,ft,162,131,,NODUAL,12/1/90,W,HL,N
2281,adeeb.al-salim@this.university.edu,al-salim_adeeb@this.university.edu,A,A,ft,132,155,6,NODUAL,3/2/96,M,ME,N
4795,celsa.embry@this.university.edu,embry_celsa@yahoo.com,A,A,pt,139,142,,NODUAL,12/21/99,M,AN,Y
2590,delilah.hernandez@this.university.edu,hernandez_delilah@this.university.edu,A,A,ft,149,148,4,NODUAL,4/21/96,NB,AN,N
2656,kaycee.andersondovenbarger@this.university.edu,andersondovenbarger_kaycee@yahoo.com,A,D,pt,152,143,4,NODUAL,8/11/86,W,W,N
3862,seung.winkler@Outlook.com,winkler_seung@Outlook.com,A,A,ft,145,144,,NODUAL,3/22/87,W,AP,N
3978,cecelia.osburn@yahoo.com,osburn_cecelia@yahoo.com,A,A,pt,161,170,4.5,NODUAL,7/28/95,M,W,N
1840,tania.salayandia@yahoo.com,salayandia_tania@this.university.edu,A,A,pt,166,,3,NODUAL,3/20/88,W,HL,N
2164,fuaada.al-momin@Outlook.com,al-momin_fuaada@this.university.edu,A,A,ft,142,139,,YES,6/26/88,W,ME,N
4993,shad.robie@yahoo.com,robie_shad@gmail.com,A,A,pt,158,140,5.5,NODUAL,6/27/93,W,W,N
745,baylee.stiens@Outlook.com,stiens_baylee@this.university.edu,A,A,ft,152,158,,NODUAL,8/15/86,W,AN,N
1648,miqdaad.el-abdelnour@Outlook.com,el-abdelnour_miqdaad@this.university.edu,A,A,ft,163,157,,NODUAL,11/28/90,M,ME,N
1319,samantha.blanchard@gmail.com,blanchard_samantha@Outlook.com,A,D,ft,158,131,,NODUAL,3/15/91,W,AP,N
1084,elijah.guerramartinez@Outlook.com,guerramartinez_elijah@gmail.com,A,D,sub,137,159,3.5,NODUAL,11/16/91,W,HL,Y
1653,olivia.sutphin@this.university.edu,sutphin_olivia@gmail.com,A,A,pt,135,142,,NODUAL,12/2/00,NB,W,N
1523,shadhaa.el-yusuf@Outlook.com,el-yusuf_shadhaa@gmail.com,A,A,ft,130,167,6,YES,3/1/88,M,ME,N
2874,vitorio.moultonjr@this.university.edu,moultonjr_vitorio@gmail.com,A,A,ft,147,139,3,YES,5/13/95,M,B,Y
3995,taylor.escamilla@this.university.edu,escamilla_taylor@this.university.edu,A,D,pt,137,159,5.5,NODUAL,8/20/99,NB,HL,N
3060,gedion.johnson@gmail.com,,A,A,ft,135,132,4,NODUAL,11/15/90,M,B,N
3374,sakeen.al-kassem@gmail.com,,A,A,ft,167,167,6,YES,10/8/90,W,ME,N
1183,kabeer.el-kanan@yahoo.com,el-kanan_kabeer@yahoo.com,A,A,ft,165,154,3,YES,8/13/86,M,ME,N
1766,tashanick.metoyer@yahoo.com,metoyer_tashanick@yahoo.com,R,,pt,168,155,,NODUAL,6/22/87,W,B,N
2666,george.mondragon@yahoo.com,mondragon_george@yahoo.com,A,A,ft,145,136,4.5,NODUAL,1/2/85,W,HL,N
52,latasha.granillo@this.university.edu,granillo_latasha@yahoo.com,A,A,pt,153,135,,NODUAL,11/4/92,NB,HL,N
85,kaia.degala@gmail.com,degala_kaia@yahoo.com,A,D,ft,148,166,4,NODUAL,9/12/88,NB,AP,N
162,ethan.poole@gmail.com,poole_ethan@gmail.com,A,A,ft,162,139,2.5,NODUAL,9/6/86,M,W,N
2947,kiara.brewer@Outlook.com,brewer_kiara@this.university.edu,A,A,pt,134,142,3.5,NODUAL,1/2/86,NB,B,N
2677,alexander.springer@gmail.com,springer_alexander@Outlook.com,A,A,pt,157,163,4,NODUAL,12/22/86,M,AP,Y
4625,sadi.al-sadiq@gmail.com,al-sadiq_sadi@this.university.edu,A,D,ft,139,152,4,NODUAL,9/11/86,W,ME,N
1313,jamil.milton@gmail.com,milton_jamil@yahoo.com,A,A,pt,144,146,5.5,NODUAL,7/17/96,M,B,N
4136,margareet.nichols@yahoo.com,nichols_margareet@Outlook.com,A,D,ft,142,147,6,NODUAL,8/3/99,M,W,N
151,lorrissa.kienlen@Outlook.com,kienlen_lorrissa@yahoo.com,R,,ft,153,152,5.5,YES,10/9/92,M,W,N
2476,amber.cheek@Outlook.com,cheek_amber@Outlook.com,A,D,pt,149,161,3.5,NODUAL,8/7/95,W,AN,N
1884,sabaaha.el-haider@gmail.com,,W,,ft,140,133,2.5,NODUAL,12/16/98,W,ME,N
3689,madison.guice@Outlook.com,,A,A,ft,158,143,6,NODUAL,1/1/86,NB,W,N
2722,devin.willow@Outlook.com,willow_devin@gmail.com,W,,pt,154,132,5,NODUAL,2/21/95,W,AN,N
3366,cassidy.rudisel@Outlook.com,rudisel_cassidy@this.university.edu,W,,ft,170,145,2.5,YES,5/1/96,M,W,N
2888,julia.abila@yahoo.com,abila_julia@yahoo.com,A,D,pt,134,142,4.5,NODUAL,1/16/94,M,HL,N
739,angelina.dolson@Outlook.com,dolson_angelina@this.university.edu,A,A,sub,136,133,2.5,NODUAL,4/4/88,W,AN,N
3615,dominic.wisdom@yahoo.com,wisdom_dominic@this.university.edu,W,,pt,133,135,3,NODUAL,11/2/86,W,W,Y
2531,fawz.al-molla@gmail.com,al-molla_fawz@gmail.com,R,,ft,170,168,2.5,NODUAL,2/14/94,M,ME,Y
3567,kaci.raiburn@this.university.edu,raiburn_kaci@this.university.edu,W,,ft,154,164,3,NODUAL,2/20/87,W,AN,N
4809,khaleela.el-husain@yahoo.com,el-husain_khaleela@yahoo.com,R,,pt,164,145,6,NODUAL,1/24/86,W,ME,N
1119,lindsey.fish@this.university.edu,fish_lindsey@this.university.edu,A,A,ft,168,148,3,NODUAL,6/15/88,M,W,N
1133,yonas.lechuga@Outlook.com,,A,A,sub,163,,5,NODUAL,1/20/93,M,B,N
520,pitch.poon@yahoo.com,poon_pitch@gmail.com,R,,ft,147,152,4.5,NODUAL,5/12/85,W,AP,N
4082,allison.parriott@Outlook.com,,A,D,ft,147,136,4,NODUAL,3/8/96,W,W,N
1268,mason.holland@gmail.com,holland_mason@yahoo.com,R,,ft,138,150,4,NODUAL,7/1/98,W,W,N
3602,aja'dea.james@this.university.edu,james_aja'dea@this.university.edu,A,D,ft,166,166,2.5,NODUAL,2/2/95,W,B,N
2157,dhruvi.bartelt@Outlook.com,bartelt_dhruvi@yahoo.com,A,A,ft,150,131,3.5,NODUAL,9/26/91,NB,AP,Y
4043,evan.kurschinski@gmail.com,kurschinski_evan@gmail.com,A,A,pt,169,160,3,NODUAL,1/3/98,W,W,N
65,tareefa.el-taha@yahoo.com,el-taha_tareefa@gmail.com,A,D,ft,160,158,5.5,NODUAL,7/23/88,W,ME,N
4532,soham.hemming@Outlook.com,hemming_soham@Outlook.com,A,A,ft,140,149,5.5,YES,10/6/88,M,W,N
287,sahl.al-ebrahim@Outlook.com,al-ebrahim_sahl@this.university.edu,R,,ft,145,161,2.5,NODUAL,6/4/96,M,ME,N
2122,lauren.french@gmail.com,french_lauren@yahoo.com,A,A,pt,136,135,6,YES,2/3/87,W,W,N
2441,alisha.harvie@Outlook.com,harvie_alisha@gmail.com,A,D,pt,146,148,3,NODUAL,11/15/91,W,AN,N
4547,terrence.mealey@this.university.edu,mealey_terrence@gmail.com,R,,pt,164,130,2.5,YES,2/6/89,NB,B,N
4415,chet.materkowski@Outlook.com,materkowski_chet@Outlook.com,A,A,ft,143,147,,NODUAL,10/25/91,W,AP,N
3986,brodee.journo@yahoo.com,journo_brodee@Outlook.com,A,D,ft,165,160,,NODUAL,9/1/88,NB,W,N
2866,alexander.moncallo@gmail.com,moncallo_alexander@yahoo.com,R,,ft,148,139,3,NODUAL,10/9/93,W,HL,Y
1350,tahiyya.el-baccus@yahoo.com,el-baccus_tahiyya@yahoo.com,A,D,ft,155,167,6,NODUAL,10/6/95,W,ME,N
4444,jennifer.scheetz@gmail.com,scheetz_jennifer@gmail.com,R,,ft,162,131,2.5,NODUAL,2/24/92,NB,W,N
1498,rumaana.el-mohammadi@gmail.com,el-mohammadi_rumaana@yahoo.com,A,A,ft,141,166,5.5,NODUAL,3/1/99,W,ME,Y
4621,janei.ricks@Outlook.com,ricks_janei@gmail.com,A,D,ft,146,133,4,NODUAL,4/6/92,M,B,N
1630,paulina.fiscojr@this.university.edu,fiscojr_paulina@Outlook.com,A,A,ft,143,161,3.5,NODUAL,6/1/93,W,AP,N
2787,carlos.cubias@this.university.edu,cubias_carlos@Outlook.com,A,D,sub,163,155,4.5,NODUAL,5/24/99,NB,HL,N
1538,zaghlool.el-zamani@gmail.com,el-zamani_zaghlool@yahoo.com,A,A,ft,156,134,5,NODUAL,2/17/98,NB,ME,N
1906,caroline.sipos@yahoo.com,sipos_caroline@this.university.edu,A,A,ft,153,132,4.5,NODUAL,4/15/86,W,W,N
3807,derrick.imam@this.university.edu,imam_derrick@gmail.com,A,A,pt,156,160,2.5,NODUAL,12/13/87,W,B,N
3086,devon.mcghee@this.university.edu,mcghee_devon@yahoo.com,W,,sub,168,165,,YES,10/12/91,M,AP,N
1209,chase.ritter@gmail.com,ritter_chase@yahoo.com,A,A,ft,158,141,,NODUAL,9/7/92,M,W,N
4890,paola.prince@this.university.edu,prince_paola@this.university.edu,R,,pt,138,167,,YES,1/16/89,M,HL,N
3855,taamira.el-rad@Outlook.com,el-rad_taamira@yahoo.com,A,A,ft,161,140,,NODUAL,5/20/92,W,ME,N
750,damonel.wiggins@yahoo.com,wiggins_damonel@gmail.com,R,,pt,149,160,5.5,YES,4/2/86,W,B,N
3139,ethan.bitsie@gmail.com,bitsie_ethan@Outlook.com,A,A,ft,162,130,5,YES,7/27/87,W,AN,N
7,cameron.ashing@yahoo.com,ashing_cameron@Outlook.com,W,,ft,156,154,4,NODUAL,10/10/87,W,HL,N
4848,saajida.al-salek@Outlook.com,al-salek_saajida@gmail.com,A,A,ft,165,147,3,YES,3/4/89,M,ME,N
42,tyler.laugan@gmail.com,laugan_tyler@yahoo.com,A,A,pt,133,147,,NODUAL,3/27/87,M,AP,Y
3150,cochise.flores@this.university.edu,,A,A,ft,133,136,2.5,NODUAL,4/12/93,W,AN,N
3734,shaimaaa.el-ansari@Outlook.com,el-ansari_shaimaaa@this.university.edu,W,,ft,162,141,4,NODUAL,7/18/88,NB,ME,N
3793,nadheera.el-awan@Outlook.com,el-awan_nadheera@yahoo.com,R,,ft,162,152,4.5,NODUAL,4/2/95,M,ME,N
1581,solongo.pasupuleti@this.university.edu,,W,,ft,166,132,4,NODUAL,5/15/87,W,AP,N
2243,chanelle.cruz@this.university.edu,cruz_chanelle@gmail.com,A,D,ft,139,136,5,NODUAL,4/1/88,M,HL,N
4211,madison.grassnick@gmail.com,grassnick_madison@Outlook.com,R,,ft,163,134,,NODUAL,9/9/95,NB,W,Y
861,san-toi.curry@this.university.edu,curry_san-toi@this.university.edu,R,,ft,146,152,5,YES,7/3/92,W,B,N
1252,corey.baty@gmail.com,baty_corey@gmail.com,A,A,ft,149,136,5,NODUAL,4/11/91,W,AN,N
582,asmar.el-siddiqi@gmail.com,,A,A,pt,139,161,5,YES,12/7/86,NB,ME,N
718,travis.castaneda@yahoo.com,castaneda_travis@gmail.com,A,A,pt,143,157,3,NODUAL,9/1/88,W,HL,N
3555,janice.antion@Outlook.com,antion_janice@Outlook.com,A,A,ft,142,143,4.5,NODUAL,2/6/89,W,AP,N
4041,alex.kolanek@yahoo.com,kolanek_alex@Outlook.com,A,A,ft,168,144,5.5,NODUAL,2/20/87,NB,W,N
3402,renee.joe@gmail.com,joe_renee@Outlook.com,A,A,ft,135,166,4,NODUAL,9/28/93,W,AN,N
4434,kizer.ford@Outlook.com,ford_kizer@yahoo.com,A,D,ft,145,134,3,YES,1/5/99,W,B,Y
3758,keith.morenobustamante@yahoo.com,morenobustamante_keith@Outlook.com,R,,ft,163,138,3,NODUAL,8/28/00,NB,HL,N
2041,niccolas.bartholomay@gmail.com,bartholomay_niccolas@gmail.com,R,,ft,142,141,3,NODUAL,2/5/93,W,W,N
4587,hunter.tovar@yahoo.com,tovar_hunter@Outlook.com,A,D,pt,138,148,3.5,NODUAL,7/4/91,W,W,N
1374,domingo.ontiveros@Outlook.com,ontiveros_domingo@this.university.edu,A,D,pt,157,144,,YES,3/16/97,NB,HL,N
698,danite.akigbogun@gmail.com,akigbogun_danite@Outlook.com,A,A,ft,163,155,5.5,NODUAL,1/8/98,NB,B,N
2723,colin.campbell@gmail.com,campbell_colin@Outlook.com,A,D,ft,137,164,5.5,NODUAL,5/5/88,W,W,N
2651,april.sanchez-aguilar@Outlook.com,sanchez-aguilar_april@yahoo.com,A,D,ft,163,153,3.5,NODUAL,9/4/93,W,HL,Y
1867,grayson.green@yahoo.com,green_grayson@yahoo.com,R,,ft,169,162,5,NODUAL,7/12/90,W,W,Y
3701,tiashaye.steele@gmail.com,steele_tiashaye@gmail.com,A,A,ft,137,143,,NODUAL,5/24/99,M,AN,N
4944,jon.luetjen@Outlook.com,luetjen_jon@Outlook.com,R,,ft,163,165,5,NODUAL,10/1/96,NB,W,N
878,mas'ooda.al-hussain@Outlook.com,al-hussain_mas'ooda@Outlook.com,A,D,ft,161,156,2.5,NODUAL,10/3/89,W,ME,N
426,markice.todd@this.university.edu,todd_markice@this.university.edu,A,A,ft,153,143,4.5,NODUAL,8/8/85,W,B,Y
540,hayato.tanabe@gmail.com,tanabe_hayato@gmail.com,A,A,ft,153,162,3,NODUAL,8/21/90,M,AP,Y
4696,manuelito.pronteau@yahoo.com,pronteau_manuelito@this.university.edu,A,A,pt,141,151,3,NODUAL,8/14/98,W,AN,N
883,trevor.holder@Outlook.com,holder_trevor@Outlook.com,A,A,pt,162,152,5,NODUAL,9/22/96,W,HL,N
581,jeremiah.salido@yahoo.com,salido_jeremiah@this.university.edu,A,A,ft,153,160,3,NODUAL,2/5/86,M,AN,N
4479,sebastian.bronish@yahoo.com,bronish_sebastian@Outlook.com,A,A,ft,133,146,4,NODUAL,4/26/90,W,W,N
1549,riley.gardner@yahoo.com,gardner_riley@Outlook.com,A,D,pt,139,159,3,NODUAL,7/7/95,W,AN,N
2295,orion.whiteman@yahoo.com,whiteman_orion@gmail.com,A,A,sub,144,137,5.5,NODUAL,6/1/94,M,AN,Y
4487,patrick.salazar@this.university.edu,salazar_patrick@Outlook.com,R,,ft,139,135,,NODUAL,1/14/88,W,AP,N
755,calvin.fredericks@Outlook.com,fredericks_calvin@this.university.edu,R,,sub,137,137,5,NODUAL,3/9/92,W,AN,Y
1221,annaleece.villagran@Outlook.com,villagran_annaleece@gmail.com,A,A,ft,170,151,,NODUAL,2/19/91,W,HL,Y
4859,izzat.el-usman@yahoo.com,el-usman_izzat@this.university.edu,A,D,ft,132,150,5,NODUAL,8/23/88,W,ME,N
746,morgan.quickbear@this.university.edu,quickbear_morgan@gmail.com,A,D,pt,135,166,3,NODUAL,4/17/97,W,AN,N
4132,amirah.hall@yahoo.com,hall_amirah@Outlook.com,A,A,ft,141,136,,NODUAL,1/22/00,W,AP,N
4192,yaasir.al-nassif@yahoo.com,al-nassif_yaasir@gmail.com,A,A,ft,146,137,,NODUAL,6/27/00,NB,ME,N
4473,biancha.larry@yahoo.com,larry_biancha@gmail.com,A,A,ft,157,138,4,YES,11/17/85,W,B,Y
1671,marissa.bundeson@this.university.edu,bundeson_marissa@Outlook.com,A,A,ft,163,170,3,NODUAL,7/15/95,W,W,Y
2736,sahla.el-arafat@this.university.edu,el-arafat_sahla@gmail.com,A,D,ft,131,,5.5,NODUAL,5/20/93,NB,ME,N
1764,tavares.beals@yahoo.com,beals_tavares@gmail.com,R,,ft,151,159,4.5,YES,7/2/97,NB,B,N
4299,drew.phung@yahoo.com,phung_drew@yahoo.com,W,,ft,145,153,,NODUAL,1/27/88,W,AP,Y
2371,sidqi.el-hosseini@this.university.edu,el-hosseini_sidqi@yahoo.com,A,A,pt,138,148,5.5,NODUAL,9/11/85,NB,ME,N
4128,javonte.galloway@gmail.com,galloway_javonte@yahoo.com,A,A,ft,131,163,2.5,YES,10/3/98,W,B,Y
4452,quest.belmontes@yahoo.com,belmontes_quest@gmail.com,R,,ft,153,154,4.5,NODUAL,6/12/96,W,W,N
3268,brittany.savoie@yahoo.com,savoie_brittany@gmail.com,A,A,ft,162,142,4,NODUAL,7/14/91,M,W,N
2927,lamont.lewis@gmail.com,lewis_lamont@Outlook.com,A,A,pt,146,145,3.5,NODUAL,7/5/85,NB,B,N
2269,alec.elkins@Outlook.com,elkins_alec@gmail.com,A,A,ft,156,168,3,NODUAL,8/21/89,W,W,N
4570,ashleigh.maddux@gmail.com,maddux_ashleigh@Outlook.com,R,,ft,159,146,2.5,YES,11/10/92,M,AN,N
2804,danny.chang@Outlook.com,chang_danny@this.university.edu,R,,ft,148,160,2.5,NODUAL,9/16/88,W,AP,N
3316,troy.quintana@gmail.com,quintana_troy@yahoo.com,R,,ft,161,167,,NODUAL,2/10/92,M,AN,N
2310,elena.alvidrez@gmail.com,alvidrez_elena@Outlook.com,A,A,pt,166,163,2.5,NODUAL,11/12/94,NB,HL,N
503,abbaad.al-suleiman@yahoo.com,al-suleiman_abbaad@gmail.com,W,,sub,139,170,3.5,YES,9/12/90,NB,ME,N
1749,brenden.sperry@Outlook.com,sperry_brenden@gmail.com,W,,ft,155,145,6,NODUAL,7/22/00,M,W,N
1090,candace.rondeau@Outlook.com,,R,,ft,135,158,5.5,NODUAL,1/9/96,W,AN,N
505,yesenia.ely@this.university.edu,ely_yesenia@gmail.com,R,,ft,162,131,2.5,NODUAL,3/23/91,W,AP,N
2914,huraira.al-chahine@gmail.com,al-chahine_huraira@gmail.com,R,,ft,148,150,5.5,NODUAL,9/25/92,W,ME,N
2847,annika.biano@yahoo.com,biano_annika@yahoo.com,R,,sub,167,149,5.5,NODUAL,8/27/85,W,AP,N
2347,phillip.sophocles@yahoo.com,sophocles_phillip@yahoo.com,A,A,ft,147,163,4.5,NODUAL,9/17/97,M,W,N
2781,erkhes.togia@gmail.com,togia_erkhes@yahoo.com,R,,ft,131,137,,NODUAL,12/25/93,W,AP,Y
1805,eric.laufasa-duncan@this.university.edu,laufasa-duncan_eric@gmail.com,A,D,ft,137,158,4.5,NODUAL,12/11/95,W,W,N
2872,lauren.powell@yahoo.com,powell_lauren@yahoo.com,A,A,ft,134,142,5,NODUAL,6/18/90,W,AN,N
836,naseem.el-salah@yahoo.com,el-salah_naseem@Outlook.com,A,A,ft,133,142,5.5,NODUAL,3/14/96,NB,ME,N
265,cole.windmeyer@Outlook.com,,A,A,sub,150,165,5,NODUAL,11/6/86,M,W,N
3843,elizabeth.bui@Outlook.com,bui_elizabeth@yahoo.com,R,,sub,133,138,5,NODUAL,10/23/88,W,AP,Y
3686,trey.tate@yahoo.com,tate_trey@Outlook.com,A,D,pt,160,130,3,NODUAL,5/13/95,NB,W,N
3951,tufail.al-kanan@Outlook.com,al-kanan_tufail@gmail.com,A,A,ft,156,130,2.5,YES,10/6/90,NB,ME,N
1312,ghaidaa.al-mansouri@Outlook.com,al-mansouri_ghaidaa@gmail.com,A,A,ft,154,135,4.5,NODUAL,2/16/85,M,ME,N
561,jeneya.jalloh@this.university.edu,jalloh_jeneya@yahoo.com,W,,pt,139,164,3,NODUAL,10/7/86,M,B,Y
400,nathaniel.jenkins@Outlook.com,jenkins_nathaniel@Outlook.com,A,D,ft,131,163,5,NODUAL,12/20/87,W,W,N
9,xavier.rodgers@Outlook.com,rodgers_xavier@gmail.com,A,D,pt,158,148,6,YES,7/19/87,W,HL,N
3445,see.cung@gmail.com,cung_see@Outlook.com,A,A,ft,142,150,,YES,5/20/98,W,AP,N
198,majdi.el-mannan@this.university.edu,el-mannan_majdi@Outlook.com,R,,ft,155,149,,NODUAL,3/10/98,W,ME,N
4781,alexus.martinez-lozano@yahoo.com,,A,A,ft,170,146,4.5,YES,3/6/97,NB,HL,N
4190,nahoaolelo.yip@Outlook.com,yip_nahoaolelo@gmail.com,R,,ft,163,136,5,NODUAL,12/9/96,W,AP,N
4636,ryan.rohde@this.university.edu,rohde_ryan@gmail.com,A,A,ft,163,140,5,NODUAL,4/6/95,M,AN,N
3409,reed.heinecke@Outlook.com,heinecke_reed@yahoo.com,W,,ft,165,134,5,YES,7/24/89,NB,W,N
3980,kate.beram@gmail.com,beram_kate@this.university.edu,R,,ft,168,162,4,NODUAL,4/15/99,NB,W,N
3696,malachi.bedonie@gmail.com,bedonie_malachi@this.university.edu,A,A,pt,151,158,4.5,NODUAL,10/11/91,M,AN,N
416,yenesis.payan@yahoo.com,payan_yenesis@Outlook.com,A,A,ft,148,155,6,NODUAL,11/26/98,W,HL,N
3695,kestral.domingo@gmail.com,domingo_kestral@yahoo.com,W,,ft,166,139,3.5,NODUAL,12/6/94,W,AP,N
1751,chyanna.moranramirez@gmail.com,moranramirez_chyanna@yahoo.com,A,A,ft,160,164,4.5,NODUAL,4/9/93,W,HL,Y
2491,victoria.saravanan@yahoo.com,saravanan_victoria@gmail.com,A,D,pt,158,150,3.5,NODUAL,1/6/91,NB,AP,N
1408,"ma,roof.al-saba@this.university.edu","al-saba_ma,roof@this.university.edu",A,D,ft,142,147,2.5,NODUAL,5/3/89,W,ME,N
3562,kris.leyte@gmail.com,,A,A,ft,170,140,5,NODUAL,7/10/97,W,W,N
2224,joel.reiter@this.university.edu,reiter_joel@Outlook.com,A,A,ft,156,135,3,NODUAL,4/15/91,W,W,N
2140,oaklee.chenore@this.university.edu,chenore_oaklee@Outlook.com,A,D,ft,169,161,4,NODUAL,10/18/85,W,W,N
590,draven.barela@yahoo.com,barela_draven@gmail.com,R,,sub,149,134,3.5,NODUAL,9/20/87,W,AN,N
684,ohitike.lucas@gmail.com,lucas_ohitike@yahoo.com,W,,ft,164,137,,NODUAL,4/27/94,NB,AN,N
4641,wadha.al-sala@Outlook.com,al-sala_wadha@yahoo.com,A,A,ft,142,146,3,NODUAL,6/4/87,W,ME,N
482,eva.rowleybooneel@Outlook.com,rowleybooneel_eva@Outlook.com,W,,pt,156,153,4,NODUAL,3/24/99,NB,B,N
